,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
10,1413447948109705218,1413447948109705218,1625827226000.0,2021-07-09 10:40:26,+0000,,"Treating taxpayer's money with as much respect as one’s own is a key fiduciary responsibility of any economic policymaker, writes @SubramanianKri, Chief Economic Advisor, @FinMinIndia   Read 👇  https://t.co/cLRA2MzxDD  Source: @PIB_India     #economy #taxrefund #policy #IRS @RBI",en,"['economy', 'taxrefund', 'policy', 'irs']",[],1260245539779743747,1260245539779743747,BureaucratsInd,Bureaucrats India,5,10,https://twitter.com/BureaucratsInd/status/1413447948109705218,['https://bit.ly/3hqfjkz'],[],0,,False,8,0,5,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
11,1411664341519126530,1411658086482268163,1625401981000.0,2021-07-04 12:33:01,+0000,,"@somnath1978 @ashwani_mahajan @Deepakkhemani8 No wonder Indian economy is fxcked. Conservative monetary policy is not stupidity. India is ONLY major economy where RBI is unconcerned about job creation, economic growth, abject poverty.   Just create liquidity crisis &amp; invest surplus in US treasury is RBI policy since 2012",en,[],[],797770025553707008,797770025553707008,bheemmz,Raj Malhotra,7,12,https://twitter.com/bheemmz/status/1411664341519126530,[],[],0,,False,2,0,0,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,"[{'screen_name': 'somnath1978', 'name': 'Somnath Mukherjee', 'id': '48924841'}, {'screen_name': 'ashwani_mahajan', 'name': 'ASHWANI MAHAJAN', 'id': '215685563'}, {'screen_name': 'Deepakkhemani8', 'name': 'Deepak Khemani', 'id': '700534551659958273'}]",,,,
12,1410128945303883776,1410128945303883776,1625035914000.0,2021-06-30 06:51:54,+0000,,"The RBI’s next big question: how to normalize monetary policy? For much of last year, the Reserve Bank of India (RBI) had been dealing with the problem of aplenty due to a large influx of foreign... More:  https://t.co/n115nX6yC2 #economy #Markets #India #Growth #investing #bonds",en,"['economy', 'markets', 'india', 'growth', 'investing', 'bonds']",[],1239489794385661953,1239489794385661953,LegalKS,KS Legal & Associates,3,06,https://twitter.com/LegalKS/status/1410128945303883776,['https://www.linkedin.com/feed/update/urn:li:activity:6815892759539458049'],[],0,,False,0,0,0,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
13,1409435767609331715,1409435767609331715,1624870647000.0,2021-06-28 08:57:27,+0000,,"In FY22, the Indian economy is expected to revive, according to SBI Chairman Khara. The policy measures of the govt. and RBI were aimed at enabling growth on a sustainable basis @BT_India  https://t.co/VY1I6ER4K8  #invest #GrowthHacking #economy #Investment #economicrecoveryplan",en,"['invest', 'growthhacking', 'economy', 'investment', 'economicrecoveryplan']",[],1265186375235764224,1265186375235764224,Investingfields,Investing Fields,1,08,https://twitter.com/Investingfields/status/1409435767609331715,['https://www.businesstoday.in/latest/economy-politics/story/indian-economy-poised-for-recovery-in-fy22-sbi-chairman-khara-299829-2021-06-27'],[],0,,False,1,0,0,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
14,1407767896088928259,1407767896088928259,1624472996000.0,2021-06-23 18:29:56,+0000,,Higher inflation to reverse the easy monetary policy  https://t.co/sd3rsTWoQY via @YouTube   #RBI #sbin #economy #India #economist_ஜெயரஞ்சன்  #monetarypolicy #fiscal #icicibank #NirmalaSitharaman  #FinanceMinister,en,"['rbi', 'sbin', 'economy', 'india', 'economist_ஜெயரஞ்சன்', 'monetarypolicy', 'fiscal', 'icicibank', 'nirmalasitharaman', 'financeminister']",[],60582277,60582277,anandadhikari,anandadhikari,3,18,https://twitter.com/anandadhikari/status/1407767896088928259,['https://youtu.be/EWFJXg1_GZM'],[],0,,False,1,0,0,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
15,1407558812370800640,1407558812370800640,1624423146000.0,2021-06-23 04:39:06,+0000,,"As there's no support fm Govt., eachnevery household in India tries its best to save some of its hardearned money in banks for the difficult times but Govt/RBI policy to reduce interest rates hs hit them hard partcly senior citizenswho can't afford to risk their savings.#economy",en,['economy'],[],972349946190995456,972349946190995456,BhathijaSd,SD Bhathija,3,04,https://twitter.com/BhathijaSd/status/1407558812370800640,[],[],0,,False,0,1,1,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
16,1402628420522024968,1402587472777945089,1623247649000.0,2021-06-09 14:07:29,+0000,,"@scroll_in What could the Agriculture Minisier be wanting to  discuss with the farmers, choose from below  1. India's Nuclear Policy 2. India's Defence Policy 3. India's Foreign Policy  4. RBI's next steps on facilitating the Economy  5. Others",en,[],[],1208207721800978432,1208207721800978432,khanna_brajesh,Bridge,3,14,https://twitter.com/khanna_brajesh/status/1402628420522024968,[],[],0,,False,1,0,0,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,"[{'screen_name': 'scroll_in', 'name': 'scroll.in', 'id': '414946220'}]",,,,
17,1401904974838173698,1401904974838173698,1623075166000.0,2021-06-07 14:12:46,+0000,,Policy is the anchor that serves as the pinpoint of an economic framework. We bring you a snapshot of the latest developments on the Indian Monetary Policy as devised by the RBI. #RBIPolicy #economy #RBI #StockMarketindia #India #IndianEconomy #Banks  https://t.co/l6az8xB87a,en,"['rbipolicy', 'economy', 'rbi', 'stockmarketindia', 'india', 'indianeconomy', 'banks']",[],4637480820,4637480820,srcc_dstreet,D-Street SRCC,1,14,https://twitter.com/srcc_dstreet/status/1401904974838173698,[],"['https://pbs.twimg.com/media/E3SRIXuUUAULwNr.jpg', 'https://pbs.twimg.com/media/E3SRInYUUAcnZYz.jpg', 'https://pbs.twimg.com/media/E3SRI60VgAAslcY.jpg', 'https://pbs.twimg.com/media/E3SRJOpVIAEwq0E.jpg']",1,https://pbs.twimg.com/media/E3SRIXuUUAULwNr.jpg,False,14,0,3,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
18,1401076069252440066,1401076069252440066,1622877540000.0,2021-06-05 07:19:00,+0000,,"RT FinMinIndia: RT @MIB_India: .@RBI Monetary Policy Committee keeps #RepoRate unchanged at 4%  Economy projected to grow at 9.5% in 2021-22; Rs. 15,000 crore liquidity support to contact-intensive sectors like hotels, tourism, etc.  Details: …  https://t.co/qbWkR611Zk",en,['reporate'],[],828582801767268353,828582801767268353,aptenco,Apte and Co,6,07,https://twitter.com/aptenco/status/1401076069252440066,[],['https://pbs.twimg.com/media/E3BxXiRVcAAj5gQ.jpg'],1,https://pbs.twimg.com/media/E3BxXiRVcAAj5gQ.jpg,False,0,0,0,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
19,1401075463997595648,1401075463997595648,1622877395000.0,2021-06-05 07:16:35,+0000,,"RT @MIB_India: .@RBI Monetary Policy Committee keeps #RepoRate unchanged at 4%  Economy projected to grow at 9.5% in 2021-22; Rs. 15,000 crore liquidity support to contact-intensive sectors like hotels, tourism, etc.  Details:  https://t.co/nSbMe3kaXo  #…  https://t.co/xt6UdQWWwr",en,['reporate'],[],62867385,62867385,bhavesh_khona,Bhavesh Khona,6,07,https://twitter.com/bhavesh_khona/status/1401075463997595648,['https://bit.ly/3fPUJta'],['https://pbs.twimg.com/media/E3BxXiRVcAAj5gQ.jpg'],1,https://pbs.twimg.com/media/E3BxXiRVcAAj5gQ.jpg,False,0,0,0,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
20,1401007645738340359,1401007645738340359,1622861226000.0,2021-06-05 02:47:06,+0000,,"Analysts Decode What RBI Monetary Policy Means For Markets, Economy, Bond Yields  https://t.co/Bh4YaE54qh The RBI on Friday held the repo rate, its key lending rate, at four per centThe Reserve Bank of India (RBI) kept interest rates steady at record lows...  https://t.co/F53OFf2xEU",en,[],[],1334017178,1334017178,allplacesmap,All Places Map,6,02,https://twitter.com/allplacesmap/status/1401007645738340359,['https://www.allplacesmap.com/news/business/analysts-decode-what-rbi-monetary-policy-means-for-markets-economy-bond-yields.html'],['https://pbs.twimg.com/media/E3FhB3rXEAElpmo.jpg'],1,https://pbs.twimg.com/media/E3FhB3rXEAElpmo.jpg,False,0,0,0,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
21,1400812387121319938,1400812387121319938,1622814673000.0,2021-06-04 13:51:13,+0000,,"RBI Monetary Policy Committee keeps Repo rate unchanged at 4%  Economy projected to grow at 9.5% in 2021-22  Rs. 15,000 crore liquidity support to contact-intensive sectors like hotels, tourism, etc. @mygovindia @PIB_India @MIB_India @ddnewsagartala   https://t.co/LS6FzceLw6",en,[],[],902067067104354306,902067067104354306,PIBAgartala,PIB in Tripura,5,13,https://twitter.com/PIBAgartala/status/1400812387121319938,['https://youtu.be/adn3YQ2iqIA'],[],0,,False,1,0,0,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
22,1400799664106921992,1400799664106921992,1622811640000.0,2021-06-04 13:00:40,+0000,,"Reserve Bank of India Governor @DasShaktikanta announces RBI Monetary Policy 2021. Accommodative stance maintained. Reverse repo rate unchanged at 3.35%. 'Jabs key to economy bounceback', says the RBI Guv. | #RBICutsGDPForecast  https://t.co/aE3G67WckS",en,['rbicutsgdpforecast'],[],240649814,240649814,TimesNow,TIMES NOW,5,13,https://twitter.com/TimesNow/status/1400799664106921992,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1400678037566279680/img/SF3ait_WMbnwJ0z0.jpg,False,19,2,2,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
23,1400734845517529093,1400734845517529093,1622796186000.0,2021-06-04 08:43:06,+0000,,"""The #MPC was of the view that at this juncture policy support from all sides is required to gain the momentum of growth,"" said @RBI Governor @DasShaktikanta. #India #RBI #RBIPolicy #COVID19 #SecondWave #economy #TheWeek @TheWeekLive  https://t.co/bqFkgzv0bX",en,"['mpc', 'india', 'rbi', 'rbipolicy', 'covid19', 'secondwave', 'economy', 'theweek']",[],83514808,83514808,TheNachiket,NachikeT KelkaR,5,08,https://twitter.com/TheNachiket/status/1400734845517529093,['https://bit.ly/3wXcUmc'],[],0,,False,0,0,0,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
24,1400734071953661952,1400734071953661952,1622796001000.0,2021-06-04 08:40:01,+0000,,"✅ @RBI Monetary Policy Committee keeps Repo rate unchanged at 4%  ✅ Economy projected to grow at 9.5% in 2021-22  ✅ ₹15,000 crore liquidity support to contact-intensive sectors like hotels, tourism, etc.  Read:  https://t.co/kIfjgOhhkJ  @FinMinIndia @PIB_India",en,[],[],884660418714652672,884660418714652672,pibchennai,PIB in Tamil Nadu 🇮🇳,5,08,https://twitter.com/pibchennai/status/1400734071953661952,['https://pib.gov.in/PressReleseDetail.aspx?PRID=1724336'],[],0,,False,2,0,0,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
25,1400732267371122690,1400712759872950275,1622795571000.0,2021-06-04 08:32:51,+0000,,@CNBCTV18News @RBI @DasShaktikanta Policy move not satisfied Vs current economy status of india.,en,[],[],2719129880,2719129880,ssbsrgh,MS Indian Strategist,5,08,https://twitter.com/ssbsrgh/status/1400732267371122690,[],[],0,,False,0,0,0,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,"[{'screen_name': 'CNBCTV18News', 'name': 'CNBC-TV18', 'id': '631810714'}, {'screen_name': 'RBI', 'name': 'ReserveBankOfIndia', 'id': '478432912'}, {'screen_name': 'DasShaktikanta', 'name': 'Shaktikanta Das', 'id': '2966532212'}]",,,,
26,1400726459056988165,1400726459056988165,1622794186000.0,2021-06-04 08:09:46,+0000,,RBI Monetary Policy Committee keeps Repo rate unchanged at 4%  Economy projected to grow at 9.5% in 2021-22  @RBI @PIB_India @MIB_India @FinMinIndia  Know more : https://t.co/NMwI3MJpns,en,[],[],1009318749852200960,1009318749852200960,PIBImphal,PIB in Manipur,5,08,https://twitter.com/PIBImphal/status/1400726459056988165,['https://pib.gov.in/PressReleasePage.aspx?PRID=1724336'],[],0,,False,0,0,0,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
27,1400692542547529735,1400692542547529735,1622786100000.0,2021-06-04 05:55:00,+0000,,"Reserve Bank of India Governor @DasShaktikanta announces RBI Monetary Policy 2021. Accommodative stance maintained. Reverse repo rate unchanged at 3.35%. 'Jabs key to economy bounceback', says the RBI Guv.  https://t.co/E5ZFBXSOtG",en,[],[],240649814,240649814,TimesNow,TIMES NOW,5,05,https://twitter.com/TimesNow/status/1400692542547529735,[],[],1,https://pbs.twimg.com/amplify_video_thumb/1400678037566279680/img/SF3ait_WMbnwJ0z0.jpg,False,16,1,1,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
28,1400630081593102338,1400630081593102338,1622771208000.0,2021-06-04 01:46:48,+0000,,#RBIpolicy preview: Expect status quo on rates &amp; stance; comments on growth &amp; policy normalisation key  @RBI @DasShaktikanta #economy #India  https://t.co/HRv73xekNe,en,"['rbipolicy', 'economy', 'india']",[],570927672,570927672,marketstodays,Markets Today,5,01,https://twitter.com/marketstodays/status/1400630081593102338,['https://www.timesnownews.com/business-economy/industry/article/rbi-policy-preview-expect-status-quo-on-rates-stance-comments-on-growth-policy-normalisation-key/765912'],[],0,,False,0,0,0,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
29,1400627715179483137,1400627715179483137,1622770644000.0,2021-06-04 01:37:24,+0000,,#RBIpolicy preview: Expect status quo on rates &amp; stance; comments on growth &amp; policy normalisation key  @RBI @DasShaktikanta #economy #India  https://t.co/4h6tjZtGwx,en,"['rbipolicy', 'economy', 'india']",[],225012752,225012752,ETNOWlive,ET NOW,5,01,https://twitter.com/ETNOWlive/status/1400627715179483137,['https://www.timesnownews.com/business-economy/industry/article/rbi-policy-preview-expect-status-quo-on-rates-stance-comments-on-growth-policy-normalisation-key/765912'],[],0,,False,5,0,2,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
30,1400620990783238147,1400620990783238147,1622769041000.0,2021-06-04 01:10:41,+0000,,"#MPCMeet | Will RBI cut FY22 #GDP forecast? Watch monetary policy coverage, all day today only on ET NOW  @RBI @DasShaktikanta #economy #India  https://t.co/NNEMeAuoUe",en,"['mpcmeet', 'gdp', 'economy', 'india']",[],225012752,225012752,ETNOWlive,ET NOW,5,01,https://twitter.com/ETNOWlive/status/1400620990783238147,[],['https://pbs.twimg.com/media/E3AAIcoWEAAwHht.jpg'],1,https://pbs.twimg.com/media/E3AAIcoWEAAwHht.jpg,False,9,0,3,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
31,1399980628431364100,1399980628431364100,1622616366000.0,2021-06-02 06:46:06,+0000,,Indian Economy News: 02-06-21  1. Single-dose Sputnik Light could be first single-dose vaccine launched in India 2. RBI Monetary Policy Committee on June 4: Repo rate likely to be unchanged 3. Nykaa looks to list at $4.5 bn valuation &amp; more  Read here👉🏼  https://t.co/a4Gu5smQRu  https://t.co/PhmAmZIG2v,en,[],[],1335884794857541634,1335884794857541634,ThailandinIndia,Thailand in India,3,06,https://twitter.com/ThailandinIndia/status/1399980628431364100,['https://thaiindia.net/information/econ-news-monitor/item/4651-daily-news-monitor-2-june-2021.html'],['https://pbs.twimg.com/media/E2268fsVcAY1gYU.jpg'],1,https://pbs.twimg.com/media/E2268fsVcAY1gYU.jpg,False,8,1,5,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
32,1399198780184948736,1399198780184948736,1622429959000.0,2021-05-31 02:59:19,+0000,,Status quo policy may revolve around Covid measures #India #RBI #Policy #Poll #Covid #measures #Inflation #forecast #growth #economy #participant #CareRatings #IndiaRatings #YESbank #bankers #markets @anuproy05  https://t.co/GyqRdwHdpX,en,"['india', 'rbi', 'policy', 'poll', 'covid', 'measures', 'inflation', 'forecast', 'growth', 'economy', 'participant', 'careratings', 'indiaratings', 'yesbank', 'bankers', 'markets']",[],1876220720,1876220720,MAPATWARDHAN,Mayank Patwardhan,1,02,https://twitter.com/MAPATWARDHAN/status/1399198780184948736,[],['https://pbs.twimg.com/media/E2rycSdVoAAckUl.jpg'],1,https://pbs.twimg.com/media/E2rycSdVoAAckUl.jpg,False,2,0,0,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
33,1397796345252134913,1397796345252134913,1622095593000.0,2021-05-27 06:06:33,+0000,,"RBI releases its annual report. To carry out #liquidity operations in line with #policy stance, says @RBI. Check out the details  @DasShaktikanta #RBI #India #economy  https://t.co/45Zf4Kj4RY",en,"['liquidity', 'policy', 'rbi', 'india', 'economy']",[],225012752,225012752,ETNOWlive,ET NOW,4,06,https://twitter.com/ETNOWlive/status/1397796345252134913,[],"['https://pbs.twimg.com/media/E2X4KUFXIAQE7ug.jpg', 'https://pbs.twimg.com/media/E2X4KU4XwAE2YYQ.jpg', 'https://pbs.twimg.com/media/E2X4KVcXwAMHIbc.jpg', 'https://pbs.twimg.com/media/E2X4KV_XIAEfNR5.jpg']",1,https://pbs.twimg.com/media/E2X4KUFXIAQE7ug.jpg,False,22,2,9,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
34,1395763136679096330,1395763136679096330,1621610838000.0,2021-05-21 15:27:18,+0000,,Indian  Economy will bounce back with pent up demand &amp; global recovery once almost all are inoculated - predicts India’s Central Bank’s @RBI Monetary Policy Committee  @DoC_GoI @IndianDiplomacy @OIA_MEA @FinMinIndia  https://t.co/UBlAmjtwtP,en,[],[],3164950424,3164950424,eepcindia,EEPC India,5,15,https://twitter.com/eepcindia/status/1395763136679096330,[],['https://pbs.twimg.com/media/E16_K_IXIAcXa8K.jpg'],1,https://pbs.twimg.com/media/E16_K_IXIAcXa8K.jpg,False,4,0,1,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
35,1394924838775660545,1394924838775660545,1621410972000.0,2021-05-19 07:56:12,+0000,,"'Eco will do well once vaccination reaches critical mass' India's economy will do well once vaccination reaches a critical mass as pent up demand, global recovery and easy financial conditions will boost activities, RBI's Monetary Policy Committee (MPC) member Ashima Goyal s…  https://t.co/WU6YwDZg84",en,[],[],406997302,406997302,sameerpatel13,sameer patel,3,07,https://twitter.com/sameerpatel13/status/1394924838775660545,[],['https://pbs.twimg.com/media/E1vEv9LWQAI11w_.jpg'],1,https://pbs.twimg.com/media/E1vEv9LWQAI11w_.jpg,False,0,0,0,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
36,1394637297769795590,1394637297769795590,1621342417000.0,2021-05-18 12:53:37,+0000,,"India's economy will do well once vaccination reaches a critical mass as pent up demand, global recovery and easy financial conditions will boost activities, RBI's Monetary Policy Committee (MPC) member Ashima Goyal said.  @BJP4Karnataka @CMofKarnataka @MPRBJP @GaneshKarnik",en,[],[],1162667549932134401,1162667549932134401,SalimathSiddesh,Siddesh Salimath,2,12,https://twitter.com/SalimathSiddesh/status/1394637297769795590,[],[],0,,False,4,0,2,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
37,1394626320198471681,1394626320198471681,1621339800000.0,2021-05-18 12:10:00,+0000,,"#India's economy will do well once #vaccination reaches a critical mass as pent up demand, global recovery and easy financial conditions will boost activities, @RBI's Monetary Policy Committee (MPC) member Ashima Goyal said    https://t.co/CuoYDJFK6N",en,"['india', 'vaccination']",[],39743812,39743812,EconomicTimes,Economic Times,2,12,https://twitter.com/EconomicTimes/status/1394626320198471681,['https://economictimes.indiatimes.com/news/economy/policy/indias-economy-will-do-well-once-vaccination-reaches-critical-mass-says-ashima-goyal/articleshow/82733508.cms'],[],0,,False,104,4,19,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
38,1390887219305484288,1390887219305484288,1620448329000.0,2021-05-08 04:32:09,+0000,,"#marketupdate  - Supportive factors such as positive global cues, strong results from India Inc, healthy economic data &amp; RBI's policy measures to support the economy helped market participants keep the concerns around rising COVID-19 cases.  #news #investonline #COVID19 #India",en,"['marketupdate', 'news', 'investonline', 'covid19', 'india']",[],895157040708034561,895157040708034561,investonline_in,InvestOnline.in,6,04,https://twitter.com/investonline_in/status/1390887219305484288,[],[],0,,False,0,0,0,,"['India', 'Economy', 'Policy', 'RBI']",,,,,,,[],,,,
